date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:45	105788/105788	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2219d3c-656c123c-88e467271ed948c2;gz%22	https://bi-GramFinance/assets2/fonts/Quicksand-Medium.eot?	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Mediumd41d.eot	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:45	38564/38564	---M--	200	added ('OK')	font/woff2	etag:%2296a4-656c123c-26d79694d2b3e7f6;;;%22	https://bi-GramFinance/assets2/fonts/Quicksand-Medium.woff2	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Medium.woff2	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:46	53012/53012	---M--	200	added ('OK')	application/font-woff	etag:%22cf14-656c123c-6bdfd15a947855ae;;;%22	https://bi-GramFinance/assets2/fonts/Quicksand-Medium.woff	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Medium.woff	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:47	179992/179992	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222bf18-656c123c-81f9e709edb295e9;gz%22	https://bi-GramFinance/assets2/fonts/Roboto-Bold.eot?	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Roboto-Boldd41d.eot	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:47	105584/105584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2219c70-656c123c-75f9bc3eeba52205;gz%22	https://bi-GramFinance/assets2/fonts/Quicksand-Medium.ttf	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Medium.ttf	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:47	110092/110092	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ae0c-656c123c-7cbe558677e936d5;gz%22	https://bi-GramFinance/assets2/fonts/Quicksand-Bold.eot	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Bold.eot	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:48	110092/110092	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ae0c-656c123c-7cbe558677e936d5;gz%22	https://bi-GramFinance/assets2/fonts/Quicksand-Bold.eot?	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Boldd41d.eot	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:48	38404/38404	---M--	200	added ('OK')	font/woff2	etag:%229604-656c123c-87345ac906d72432;;;%22	https://bi-GramFinance/assets2/fonts/Quicksand-Bold.woff2	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Bold.woff2	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:49	52844/52844	---M--	200	added ('OK')	application/font-woff	etag:%22ce6c-656c123c-a529dd6e68bb73ef;;;%22	https://bi-GramFinance/assets2/fonts/Quicksand-Bold.woff	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Bold.woff	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:50	109912/109912	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221ad58-656c123c-41f17754a7029629;gz%22	https://bi-GramFinance/assets2/fonts/Quicksand-Bold.ttf	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/fonts/Quicksand-Bold.ttf	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a-md.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a-md.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a-md.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a-md.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a-dark.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a-dark.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-a-dark.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-a-dark.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-line.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-line.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-line.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-line.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-b.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-b.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-b.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-b.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c-light.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c-light.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c-light.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c-light.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c-dark.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c-dark.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-c-dark.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-c-dark.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-d.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-d.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:26:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-d.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-d.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-d2.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-d2.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-d2.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-d2.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-e.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-e.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:02	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-e.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-e.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:02	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-f.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-f.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:03	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-f.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-f.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-f-footer.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-f-footer.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/mask-f-footer.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/mask-f-footer.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:05	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-a.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-a.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-a-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-a-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-b.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-b.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-b-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-b-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-c.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-c.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:09	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-c-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-c-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:09	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-d.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-d.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:10	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-d-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-d-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:10	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-e.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-e.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-e-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-e-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-f.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-f.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-f-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-f-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-g.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-g.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-g-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-g-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-h.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-h.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-h-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-h-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-i.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-i.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-i-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-i-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:16	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-m.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-m.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:16	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-n.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-n.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-o.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-o.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-p.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-p.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:18	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-q.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-q.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:18	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-r.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-r.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:19	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-s.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-s.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:19	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-s-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-s-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-t.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-t.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-u.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-u.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:22	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-v.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-v.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-w.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-w.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-x.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-x.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-x-2.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-x-2.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-x-3.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-x-3.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:27	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-y.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-y.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:27	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:28	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z2.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z2.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-a2.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-a2.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z3.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z3.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z4.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z4.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z6.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z6.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:31	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z6-sm.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z6-sm.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:31	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/shape-z7.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/shape-z7.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:32	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/dot-a.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/dot-a.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:32	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/dot-b.png	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/dot-b.png	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:33	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/ui-shape-a.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/ui-shape-a.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:33	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/ui-shape-b.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/ui-shape-b.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
16:27:34	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6442fd6d-88d62a4c35ab6c96;gz%22	https://bi-GramFinance/assets2/images/ui-shape-light-a.svg	C:/Users/User/Desktop/BYGRAM/bi-GramFinance/assets2/images/ui-shape-light-a.svg	(from https://bi-GramFinance/assets2/css/style.css?ver=192)
